FIPS_STRING,County,State Abbreviation,YEAR,total_donations,num_donations,total_population,avg_donation,std_donations,avg_donation_per_capita
01115,St. Clair County,AL,2022.0,2572.9472958134,42.05883025165,164820.0,61.174960892129455,109.16064950168949,0.00037116224300527516
01115,St. Clair County,AL,2021.0,2454.39198838996,33.80014986884,164820.0,72.61482561213842,220.26690436787402,0.0004405704745306299
01073,Jefferson County,AL,2022.0,81052.23331474682,603.1608385419,830359.0,134.37913759567851,6000.458661880474,0.00016183257795204063
01073,Jefferson County,AL,2021.0,71932.9554305077,451.26226644322,830359.0,159.4038783642874,5535.990704762486,0.00019196983276424705
01127,Walker County,AL,2022.0,2160.58499059614,32.49135726374,89081.0,66.4972218014213,317.2248057978294,0.000746480414470216
01127,Walker County,AL,2021.0,1682.7499733172901,20.03423582613,89081.0,83.99371894796877,288.2974570481271,0.000942891513880275
01125,Tuscaloosa County,AL,2022.0,13583.23312922311,103.61595698175,282637.0,131.0920974422457,1736.3428018889722,0.00046381789164987486
01125,Tuscaloosa County,AL,2021.0,13571.45989593582,76.08859463723,282637.0,178.36391854312592,2700.3084423471837,0.0006310706614601978
01117,Shelby County,AL,2022.0,21674.90862649074,255.20443668453,360468.0,84.93155098743088,6053.4628047741235,0.00023561467588643342
01117,Shelby County,AL,2021.0,15946.59845795255,175.02260875923,360468.0,91.1116487806984,4746.495908179072,0.00025275932615571536
01123,Tallapoosa County,AL,2022.0,1663.46377826561,23.46909863718,70745.0,70.87889500921577,340.3666847488404,0.0010018926427198497
01123,Tallapoosa County,AL,2021.0,1119.32367756538,19.70811574103,70745.0,56.79506312392303,136.97884199991063,0.0008028138119149485
01037,Coosa County,AL,2022.0,239.20895652235998,3.18953294214,63156.0,74.99811441416372,47.67058714460707,0.0011875057700640275
01037,Coosa County,AL,2021.0,182.33192986378,2.13295936496,63156.0,85.48307710831581,17.785993142667138,0.0013535226598947972
01051,Elmore County,AL,2022.0,2353.85005165758,53.080711251560004,170034.0,44.34473457791887,209.86254590773095,0.00026079922002610577
01051,Elmore County,AL,2021.0,4122.6987295053705,36.11101887309,170034.0,114.16733335590298,1020.3419343378761,0.0006714382615000705
01009,Blount County,AL,2022.0,1465.48264992736,32.40243085758,178512.0,45.227552721851886,102.92102702157625,0.0002533586129887732
01009,Blount County,AL,2021.0,953.53273473011,12.56369631217,178512.0,75.89587578668684,140.47400024425943,0.00042515839712000786
01121,Talladega County,AL,2022.0,2000.85310175629,48.09043129382,106040.0,41.606054425496815,440.79228985525486,0.0003923618863211695
01121,Talladega County,AL,2021.0,1029.51771553109,17.60855575034,106040.0,58.46690268798515,132.89678207814782,0.0005513664908335076
01095,Marshall County,AL,2022.0,4501.24853803446,24.50008658695,165028.0,183.7237808143933,576.030426422862,0.0011132885377899103
01095,Marshall County,AL,2021.0,3556.47647075799,23.55341223957,165028.0,150.99623080442964,411.86758363348434,0.0009149734033280998
01043,Cullman County,AL,2022.0,3780.53783821199,48.22764698703,160160.0,78.38943167243265,238.42277944906357,0.0004894445034492548
01043,Cullman County,AL,2021.0,5115.532936837591,27.753750568300003,160160.0,184.3186175594044,551.8454349598691,0.0011508405192270504
01103,Morgan County,AL,2022.0,4872.06419777865,64.51619312060001,177674.0,75.51692004937905,509.6419972830737,0.00042503078699966825
01103,Morgan County,AL,2021.0,5780.72556584488,82.29169810656,177674.0,70.24676484813067,576.1756867953359,0.00039536884883624316
01007,Bibb County,AL,2022.0,395.17245513289,5.31907490424,92124.0,74.29345558151206,61.105933400196285,0.0008064506055046683
01007,Bibb County,AL,2021.0,480.33259983559003,5.07523193864,92124.0,94.64249233194727,60.398209560797596,0.001027338069688108
01105,Perry County,AL,2022.0,132.55264499418,4.09525221161,45164.0,32.36739476469717,37.08536188559178,0.0007166635985452389
01105,Perry County,AL,2021.0,188.51163544893998,7.01947051247,45164.0,26.855534917349033,41.03415169311288,0.0005946225958141226
01021,Chilton County,AL,2022.0,738.39425338547,20.837322983580002,84558.0,35.436138028254945,75.01281211019756,0.00041907493115086623
01021,Chilton County,AL,2021.0,352.19390427866,7.5107958656500005,84558.0,46.89168905380447,24.550712223052656,0.0005545505931290294
