FIPS_STRING,County,State Abbreviation,YEAR,total_donations,num_donations,total_population,avg_donation,std_donations,avg_donation_per_capita
01115,St. Clair County,AL,2015.0,673.2135339387701,5.60744310249,164820.0,120.05713150077756,42.65253637656446,0.0007284136118236716
01115,St. Clair County,AL,2016.0,930.11630765037,9.02563960294,164820.0,103.05267533033283,102.6340621823031,0.0006252437527626066
01073,Jefferson County,AL,2015.0,33844.48816866258,118.30812477552,830359.0,286.07070083208345,1961.9710439066764,0.00034451448208796853
01073,Jefferson County,AL,2016.0,43452.93633944648,239.38132623167,830359.0,181.52182972448452,2139.8105425193266,0.0002186064457957155
01127,Walker County,AL,2015.0,564.55478707232,2.87078031644,89081.0,196.65551691270255,104.14148872342909,0.002207603382457567
01127,Walker County,AL,2016.0,870.38955134101,6.46971490584,89081.0,134.53290662859624,85.97440604089871,0.001510231212363986
01125,Tuscaloosa County,AL,2015.0,4246.7891015554405,12.764126117490001,282637.0,332.71287532456233,764.3815244586369,0.001177173814201829
01125,Tuscaloosa County,AL,2016.0,9513.701422407199,31.320524969810002,282637.0,303.7529361840997,1166.1575079631496,0.0010747104454975807
01117,Shelby County,AL,2015.0,10712.80428070174,48.79721852341,360468.0,219.5371909479302,3540.5352559353123,0.0006090337864884822
01117,Shelby County,AL,2016.0,11377.80513335937,78.18876748277,360468.0,145.51713116422548,3320.203886843697,0.00040368945693993775
01123,Tallapoosa County,AL,2015.0,456.68155178272997,2.47672305879,70745.0,184.38942947696427,60.289781411137874,0.002606395214883939
01123,Tallapoosa County,AL,2016.0,1779.01396402891,6.55785705188,70745.0,271.27977172343276,167.5671134733195,0.0038346140606888507
01037,Coosa County,AL,2015.0,92.72927657103999,0.49515450699999997,63156.0,187.27341720639936,7.429882754543628,0.0029652513966432225
01037,Coosa County,AL,2016.0,126.83048253151999,0.76477456116,63156.0,165.84035214134894,15.974773058973081,0.002625884352101921
01051,Elmore County,AL,2015.0,650.87362825714,5.84653619051,170034.0,111.32636608213033,68.15364312628799,0.0006547300309475184
01051,Elmore County,AL,2016.0,919.44242239809,10.80480856326,170034.0,85.09566985985342,83.42310676483706,0.0005004626713472212
