FIPS_STRING,County,State Abbreviation,YEAR,total_donations,num_donations,total_population,avg_donation,std_donations,avg_donation_per_capita
01115,St. Clair County,AL,2012.0,938.09746029993,1.6469942883400002,164820.0,569.5814897120471,77.63179531132155,0.00345577896925159
01115,St. Clair County,AL,2011.0,356.46111980208,0.62848270815,164820.0,567.1772909255659,35.05640240880098,0.0034411921546266587
01073,Jefferson County,AL,2012.0,47111.34167841381,47.656354241609996,830359.0,988.5636958204343,3594.3972465555476,0.0011905256591672208
01073,Jefferson County,AL,2011.0,19220.30382017784,20.00006702218,830359.0,961.0119705530283,1476.5612684954522,0.001157345161012319
01127,Walker County,AL,2012.0,3216.33606297783,1.5483555608600001,89081.0,2077.2593480992095,478.6889496208672,0.0233187699745087
01127,Walker County,AL,2011.0,688.45355659275,0.67017096196,89081.0,1027.280493591188,143.8435861463072,0.011531982056680863
01125,Tuscaloosa County,AL,2012.0,8329.68599788482,8.1584154952,282637.0,1020.993108623309,1410.2014367144188,0.00361238305184144
01125,Tuscaloosa County,AL,2011.0,4660.61528390156,3.9229263700300003,282637.0,1188.045567081576,660.1915931433066,0.004203432555120441
01117,Shelby County,AL,2012.0,12117.88449284001,14.95777382509,360468.0,810.1395725421124,3923.2538088528604,0.002247465995711443
01117,Shelby County,AL,2011.0,4590.403498162919,5.58204368416,360468.0,822.3517689746806,1202.6367056233387,0.0022813447212365052
01123,Tallapoosa County,AL,2012.0,790.3670082959,0.9936315723,70745.0,795.4326637049231,145.29111664292128,0.011243659109547291
01123,Tallapoosa County,AL,2011.0,217.9715283554,0.26215552536000003,70745.0,831.4588374823487,47.95756678761332,0.01175289896787545
01037,Coosa County,AL,2012.0,331.43198390841997,0.36192985127,63156.0,915.735418743262,45.96460379290186,0.014499579117475172
01037,Coosa County,AL,2011.0,103.48719413044999,0.12321256491,63156.0,839.9077984135928,19.765746698133494,0.013298939109721844
01051,Elmore County,AL,2012.0,737.5128428125801,1.55889433766,170034.0,473.09995616485077,55.70349096280882,0.0027823844417284235
01051,Elmore County,AL,2011.0,289.00425150270996,0.51973030622,170034.0,556.0658057534467,30.22392773202664,0.0032703212637087095
01009,Blount County,AL,2012.0,530.40156413775,0.83325740563,178512.0,636.5398741781718,145.87781821571454,0.0035658099969647517
01009,Blount County,AL,2011.0,119.84793102889,0.20703206984,178512.0,578.8858273093233,9.835504196715013,0.003242839850034302
01121,Talladega County,AL,2012.0,646.13402327008,0.77242517909,106040.0,836.5004673090738,105.05924354695496,0.007888537036109712
01121,Talladega County,AL,2011.0,258.62203779674996,0.29271512674,106040.0,883.5280932593117,39.235429305094975,0.0083320265301708
01095,Marshall County,AL,2012.0,1198.4702677412101,2.06139370754,165028.0,581.3883409838412,123.99202509329015,0.0035229678659611774
01095,Marshall County,AL,2011.0,477.42059136493003,0.7372113868600001,165028.0,647.6033874061612,43.59475700535028,0.0039242030892100805
01043,Cullman County,AL,2012.0,1257.33357517814,1.80519377935,160160.0,696.5089230646867,101.46909640415653,0.004348831937217075
01043,Cullman County,AL,2011.0,487.22938643672,0.7652426764,160160.0,636.6991824460667,47.645690825932206,0.003975394495792125
01103,Morgan County,AL,2012.0,2475.07766260802,3.6842396395000003,177674.0,671.8014854603542,267.48095001450156,0.0037810905673331735
01103,Morgan County,AL,2011.0,727.2761682041701,1.10076905785,177674.0,660.698230039888,57.55321870822647,0.0037185982757178206
01007,Bibb County,AL,2012.0,38.98548131296,0.11575086974,92124.0,336.80508319746815,2.127558982823286,0.0036559971690055594
01007,Bibb County,AL,2011.0,23.62012267592,0.09029775359,92124.0,261.58040191307487,1.9271644054685464,0.002839438169348648
01105,Perry County,AL,2012.0,65.4196423217,0.15707653336,45164.0,416.48259560049155,18.29974937288644,0.009221561323188635
01105,Perry County,AL,2011.0,72.45797169201,0.06532142497,45164.0,1109.2527715873864,19.317536696052258,0.024560552023456434
01021,Chilton County,AL,2012.0,207.33765838954,0.40677344273,84558.0,509.7128686622801,40.614295827211535,0.0060279674148191785
01021,Chilton County,AL,2011.0,61.88074342899,0.16786695553,84558.0,368.6296879193184,7.168265751212163,0.004359489201723295
01133,Winston County,AL,2012.0,253.75094278059998,0.63282861639,68161.0,400.9789320655787,48.27715234645681,0.005882820558172249
01133,Winston County,AL,2011.0,97.6015785471,0.23808197927,68161.0,409.9494587803878,9.014067013694818,0.006014428467604463
01027,Clay County,AL,2012.0,165.320890059,0.25772795799000003,55044.0,641.4550107342818,33.40960130745962,0.011653495580522524
01027,Clay County,AL,2011.0,44.044672477700004,0.07898502424,55044.0,557.6332083391914,6.363742908353429,0.01013068106131806
01015,Calhoun County,AL,2012.0,1744.85915700391,2.51541592045,141101.0,693.6662612407097,491.89265079104644,0.0049160974141977
01015,Calhoun County,AL,2011.0,1093.17683613259,1.5549798267200001,141101.0,703.0167320167008,265.38116879519276,0.004982365341256977
